Titanic Victims
##################################################################################
Data Source: https://www.encyclopedia-titanica.org/
Data Extracted: December 2018, by Michael Graber
==================================================================================
Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"ABBING, Mr Anthony",41,3rd Class Passenger,5547,Southampton,Blacksmith,
,,,£7 11s,,,
"ABBOTT, Mr Rossmore Edward",16,3rd Class Passenger,CA2673,Southampton,Jeweller,[190]
,,,£20 5s,,,
"ABBOTT, Mr Eugene Joseph",13,3rd Class Passenger,CA2673,Southampton,Scholar,
,,,£7 4s 7d,,,
"TOSHACK, Mr James Adamson",30,Victualling Crew,,Southampton,Saloon Steward (1st class),
"TOTEVSKI, Mr Hristo Danchev",25,3rd Class Passenger,349203,Southampton,General Labourer,
,,,£7 17s 11d,,,
"TOZER, Mr James",32,Engineering Crew,,Southampton,Greaser,
"TROUPIANSKY, Mr Moses Aaron",23,2nd Class Passenger,233639,Southampton,Shop Assistant,
,,,£13,,,
"TU'MAH AL-SAYQALĪ, MrAssāf Jirjis",29,3rd Class Passenger,2692,Cherbourg,Farm Labourer,
,,,£7 4s 6d,,,
"TURČIN, Mr Stjepan",36,3rd Class Passenger,349247,Southampton,General Labourer,
,,,£7 17s 11d,,,
"TURLEY, Mr Richard",37,Engineering Crew,,Belfast,Fireman,
"TURNER, Mr Leopold Olerenshaw",28,Victualling Crew,,Belfast,Saloon Steward (1st class),[23]
"TURNER, Mr George Frederick",42,Victualling Crew,,Southampton,Stenographer,
"TURPIN, Mrs Dorothy Ann",26,2nd Class Passenger,11668,Southampton,Housewife,
,,,£21,,,
"TURPIN, Mr William John",29,2nd Class Passenger,11668,Southampton,Carpenter / Joiner,
,,,£21,,,
"TURVEY, Mr Charles Thomas",17,Restaurant Staff,,Southampton,Page Boy,
"URBINI, Sig. Roberto",20,Restaurant Staff,,Southampton,Waiter,
"URUCHURTU, Don.Manuel Ramirez",39,1st Class Passenger,17601,Cherbourg,Lawyer,
,,,£27 14s 5d,,,
"VALVASSORI, Sig. Ettore Luigi",35,Restaurant Staff,,Southampton,Waiter,
"VAN BILLIARD, MasterJames William",10,3rd Class Passenger,851,Southampton,,
,,,£14 10s,,,
"VAN BILLIARD, MasterWalter John",9,3rd Class Passenger,851,Southampton,,[1]
,,,£14 10s,,,
"VAN BILLIARD, Mr Austin Blyler",35,3rd Class Passenger,851,Southampton,,[255]
,,,£14 10s,,,
"VAN DE VELDE, MrJohannes Josef",35,3rd Class Passenger,345780,Southampton,Farmer,
,,,£9 10s,,,
"VAN DEN STEEN, Mr Leo Peter",28,3rd Class Passenger,345783,Southampton,Farmer,
,,,£9 10s,,,
"VAN DER BRUGGE, MrWessel Adrianus",38,Engineering Crew,,Southampton,Fireman,
"VAN DER HOEF, MrWyckoff",61,1st Class Passenger,111240,Belfast,Businessman,[245]
,,,£33 10s,,,
"VAN IMPE, Mr Jean Baptiste",36,3rd Class Passenger,345773,Southampton,Farmer,
,,,£24 3s,,,
"VAN IMPE, Mrs Rosalie Paula",30,3rd Class Passenger,345773,Southampton,,
,,,£24 3s,,,
"VAN IMPE, Miss Catharina",10,3rd Class Passenger,345773,Southampton,,
,,,£24 3s,,,
"VAN MELCKEBEKE, MrPhilemon",23,3rd Class Passenger,345777,Southampton,Farmer,
,,,£9 10s,,,
"VANDERCRUYSSEN, MrVictor",46,3rd Class Passenger,345765,Southampton,Farmer,
,,,£9,,,
"VANDERPLANCKE, Mr Leo Edmondus",15,3rd Class Passenger,345763,Southampton,Farm Labourer,
,,,£18,,,
"VANDERPLANCKE, MrsEmelie Maria",31,3rd Class Passenger,345763,Southampton,,
,,,£18,,,
"VANDERPLANCKE, MissAugusta Maria",18,3rd Class Passenger,345764,Southampton,Servant,
,,,£18,,,
"VANDERPLANCKE, MrJulius",31,3rd Class Passenger,345763,Southampton,Farmer,
,,,£18,,,
"VANDEWALLE, Mr Nestor Cyriel",28,3rd Class Passenger,345770,Southampton,Merchant,
,,,£9 10s,,,
"VEAL, Mr James",40,2nd Class Passenger,28221,Southampton,,
,,,£13,,,
"VEAL, Mr Thomas Henry Edom",38,Victualling Crew,,Southampton,Saloon Steward (1st class),
"VEAL, Mr Arthur",36,Engineering Crew,,Southampton,Greaser,
"VEAR, Mr Henry",33,Engineering Crew,,Southampton,Fireman,
"VEAR, Mr William",34,Engineering Crew,,Southampton,Fireman,[59]
"VESTRÖM, Miss Hulda Amanda Adolfina",14,3rd Class Passenger,350406,Southampton,Servant,
,,,£7 17s 1d,,,
"VICAT, Sig. Alphonse Jean Eugene",21,Restaurant Staff,,Southampton,Cook,
"VILLVARLANGE, Mr Pierre Léon Gabriel",19,Restaurant Staff,,Southampton,Assistant Soup Cook,
"VINE, Mr Herbert Thomas Gordon",17,Restaurant Staff,,Southampton,Assistant Restaurant Controller,
"VIONI, Sig. Roberto",25,Restaurant Staff,,Southampton,Waiter,
"VÖGELIN-DUBACH, Sig.Johannes",35,Restaurant Staff,,Southampton,Coffee Man,
"VOVK, Mr Janko",21,3rd Class Passenger,349252,Southampton,General Labourer,
,,,£7 17s 11d,,,
"VULCHEV, Mr Minko Anghelov",26,3rd Class Passenger,349202,Southampton,General Labourer,
,,,£7 17s 11d,,,
"WAELENS, Mr Achille",22,3rd Class Passenger,345767,Southampton,Farm Labourer,[140]
,,,£9,,,
"WAKE, Mr Percy",37,Victualling Crew,,Southampton,Assistant baker,
"WALKER, Mr William Anderson",48,1st Class Passenger,36967,Southampton,,
,,,£34 5d,,,
"WALLIS, Mrs Catherine Jane",36,Victualling Crew,,Southampton,Matron,
"WALPOLE, Mr James",48,Victualling Crew,,Belfast,Chief Pantryman Steward,
"WALSH, Miss Catherine",42,Victualling Crew,,Southampton,Stewardess,
"WARD, Mr James William",31,Engineering Crew,,Southampton,Leading Fireman,
"WARD, Mr Percy Thomas",40,Victualling Crew,,Belfast,Bedroom Steward (1st Class),
"WARD, Mr Arthur",23,Engineering Crew,,Belfast,Junior Assistant 4th. Engineer,
"WARD, Mr Edward Bryon",34,Victualling Crew,,Belfast,Bed Room Steward,
"WARDNER, Mr Fred Albert",40,Engineering Crew,,Southampton,Fireman,
"WARE, Mr William Jeffery",22,2nd Class Passenger,28666,Southampton,,
,,,£10 10s,,,
"WARE, Mr John James",46,2nd Class Passenger,31352,Southampton,Carpenter / Joiner,
,,,£21,,,
"WARE, Mr Frederick",35,3rd Class Passenger,359309,Southampton,Motor Fitter,
,,,£8 1s,,,
"WAREHAM, Mr Robert Arthur",37,Victualling Crew,,Belfast,Bed Room Steward,[246]
"WARREN, Mr Charles William",31,3rd Class Passenger,49867,Southampton,Bricklayer,
,,,£7 11s,,,
"WARREN, Mr Frank Manley",63,1st Class Passenger,110813,Cherbourg,,
,,,£75 5s,,,
"WARWICK, Mr Tom",25,Victualling Crew,,Southampton,Saloon Steward,
"WATERIDGE, Mr Edward Lewis",26,Engineering Crew,,Southampton,Fireman,
"WATSON, Mr Ennis Hastings",18,2nd Class Passenger,239856,Belfast,Apprentice Electrician,
,,H&W Guarantee Group,,,,
"WATSON, Mr William Albert",14,Victualling Crew,,Southampton,Bell Boy,
"WATSON, Mr William",27,Engineering Crew,,Southampton,Fireman,[158]
"WAZNAH, Mr Yūsuf Ahmad",23,3rd Class Passenger,2647,Cherbourg,Farmer,
,,,£7 4s 6d,,,
"WEATHERSTON, MrThomas Herbert",25,Victualling Crew,,Belfast,Saloon Steward (1st class),
"WEBB, Mr Samuel Francis",28,Engineering Crew,,Southampton,Trimmer,
"WEBB, Mr Brook Holding",50,Victualling Crew,,Belfast,Smoke Room Steward (1st class),
"WEBBER, Mr Francis Albert",30,Engineering Crew,,Southampton,Leading Fireman,
"WEBBER, Mr James",66,3rd Class Passenger,3101316,Southampton,Miner,
,,,£8 1s,,,
"WEIR, Colonel John",61,1st Class Passenger,113800,Southampton,Mining Engineer,
,,,£26 11s,,,
"WEISZ, Mr Léopold",37,2nd Class Passenger,228414,Southampton,Stonemason and Carver,[293]
,,,£26,,,
"WELCH, Mr William Harold",21,Victualling Crew,,Southampton,Cook,
"WENDEL, Mr Olof Edvin",20,3rd Class Passenger,350416,Southampton,General Labourer,
,,,£7 17s 1d,,,
"WEST, Mr Edwy Arthur",36,2nd Class Passenger,34651,Southampton,,
,,,£27 15s,,,
"WHEADON, Mr Edward Henry",65,2nd Class Passenger,24579,Southampton,Farmer,
,,,£10 10s,,,
"WHEELER, Mr Edwin Charles",26,2nd Class Passenger,2159,Southampton,Servant,
,,Servant,£12 17s 6d,,,
"WHITE, Mr Percival Wayland",54,1st Class Passenger,35281,Southampton,Manufacturer,
,,,£77 5s 9d,,,
"WHITE, Mr Albert",17,Engineering Crew,,Southampton,Trimmer,
"WHITE, Mr Leonard Lisle Oliver",32,Victualling Crew,,Belfast,Saloon Steward,
"WHITE, Mr Richard Frasar",21,1st Class Passenger,35281,Southampton,,[169]
,,,£77 5s 9d,,,
"WHITE, Mr Arthur",37,Victualling Crew,,Southampton,Assistant Barber (1st Class),[247]
"WHITE, Mr Frank Leonard",27,Engineering Crew,,Southampton,Trimmer,
"WHITE, Mr Edward Joseph",27,Victualling Crew,,Southampton,Glory hole steward (3rd class),[272]
"WHITFORD, Mr Alfred Henry",39,Victualling Crew,,Southampton,"Saloon Steward, 2nd Class",
"WICK, Col. George Dennick",57,1st Class Passenger,36928,Southampton,,
,,,£164 17s 4d,,,
"WIDEGREN, Mr Carl Peter",51,3rd Class Passenger,347064,Southampton,Seaman,
,,,£7 15s,,,
"WIDENER, Mr Harry Elkins",27,1st Class Passenger,113503,Southampton,Bibliophile,
,,,£211 10s,,,
"WIDENER, Mr George Dunton",50,1st Class Passenger,113503,Southampton,Banker,
,,,£211 10s,,,
"WIKLUND, Mr Karl Johan",18,3rd Class Passenger,3101266,Southampton,General Labourer,
,,,£6 9s 11d,,,
"WIKLUND, Mr Jakob Alfred",17,3rd Class Passenger,3101267,Southampton,General Labourer,[314]
,,,£6 9s 11d,,,
"WILDE, Mr Henry Tingle",39,Deck Crew,,Southampton,Chief Officer,
,,Titanic Officers,,,,
"WILLER, Mr Aaron",37,3rd Class Passenger,3410,Cherbourg,,
,,,£8 14s 3d,,,
"WILLEY, Mr Edward John",21,3rd Class Passenger,751,Southampton,Farm Labourer,
,,,£7 11s,,,
"WILLIAMS, Mr Fletcher Fellowes Lambert",43,1st Class Passenger,113510,Southampton,Businessman,
,,,£35,,,
"WILLIAMS, Mr Leslie",24,3rd Class Passenger,54636,Southampton,Pugilist,[14]
,,,£16 2s,,,
"WILLIAMS, Mr Charles Duane",51,1st Class Passenger,17597,Cherbourg,Lawyer,
,,,£61 7s 7d,,,
"WILLIAMS, Mr Howard Hugh",28,3rd Class Passenger,2466,Southampton,Carman,
,,,£8 1s,,,
"WILLIAMS, Mr Samuel Solomon",28,Engineering Crew,,Southampton,Fireman,
"WILLIAMS, Mr Arthur John",42,Victualling Crew,,Southampton,Storekeeper (1st Class),
"WILLIAMSON, Mr James Bertram",35,Victualling Crew,,Southampton,Postal Clerk / Postman,
,,Postal Clerk,,,,
"WILLIS, Mr William",59,Victualling Crew,,Southampton,3rd Class Packer Steward,
"WILLSHER, Mr William Aubrey",33,Victualling Crew,,Southampton,Butcher,
"WILSON, Mr Herbert 'Bertie'",28,Engineering Crew,,Belfast,Senior Assistant 2nd Engineer,
"WILTON, Mr William Edward",53,Engineering Crew,,Southampton,Trimmer,
"WINDELØV, Mr Einar",21,3rd Class Passenger,3101317,Southampton,Dairy Worker,
,,,£7 5s,,,
"WINSER, Mr Rowland",36,Victualling Crew,,Southampton,Steward,
"WIRZ, Mr Albert",17,3rd Class Passenger,315154,Southampton,Farmer,[131]
,,,£8 13s 3d,,,
"WISEMAN, Mr Philippe",53,3rd Class Passenger,34244,Southampton,Merchant,
,,,£7 5s,,,
"WITCHER, Mr Albert Ernest",39,Engineering Crew,,Southampton,Fireman,
"WITT, Mr Henry Dennis",37,Engineering Crew,,Southampton,Fireman,
,,Substitute Crew,,,,
"WITTEVRONGEL, MrCamilius Aloysius",36,3rd Class Passenger,345771,Southampton,Farmer,
,,,£9 10s,,,
"WITTMAN, Mr Henry",38,Victualling Crew,,Southampton,Bathroom Steward (1st Class),[315]
"WITTS, Mr William Francis",35,Engineering Crew,,Southampton,Trimmer,
"WOOD, Mr Henry",31,Engineering Crew,,Southampton,Trimmer,
"WOOD, Mr James Thomas",49,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
"WOODFORD, MrFrederick Ernest",40,Engineering Crew,,Southampton,Greaser,[163]
"WOODWARD, Mr John Wesley",32,2nd Class Passenger,250654,Southampton,Musician,
,,Musician,,,,
"WOODY, Mr Oscar Scott",41,Victualling Crew,,Southampton,Postal Clerk / Postman,[167]
,,Postal Clerk,,,,
"WORMALD, Mr Henry Frederick Charles",45,Victualling Crew,,Southampton,Saloon Steward,[144]
"WORTHMAN, Mr William Henry",37,Engineering Crew,,Southampton,Fireman,
"WRAPSON, Mr Frederick Bernard",18,Victualling Crew,,Belfast,Assistant Pantryman Steward,
"WRIGHT, Mr George",62,1st Class Passenger,113807,Southampton,Businessman,
,,,£26 11s,,,
"WRIGHT, Mr Frederick",24,Victualling Crew,,Southampton,Squash racquet court attendant,
"WYETH, Mr James Robert",25,Engineering Crew,,Southampton,Fireman,
"YAZBAK, Mr Antūn Mūsà",27,3rd Class Passenger,2659,Cherbourg,General Labourer,C
,,,£14 9s 1d,,,
"YONKOV, Mr Lazar “Lalyo”",23,3rd Class Passenger,349204,Southampton,General Labourer,
,,,£7 17s 11d,,,
"YOUNG, Mr Francis James",32,Engineering Crew,,Southampton,Fireman,
"YOUSSIFF (SAM'AAN), MrGerios",45,3rd Class Passenger,2628,Cherbourg,,
,,,£7 4s 7d,,,
"YVOIS, Miss Henriette Virginie",22,2nd Class Passenger,248747,Southampton,,
,,,£13,,,
"ZAKARIAN, MrMapriededer",22,3rd Class Passenger,2656,Cherbourg,,[304]
,,,£7 4s 6d,,,
"ZAKARIAN, Mr Ortin",27,3rd Class Passenger,2670,Cherbourg,General Labourer,
,,,£7 4s 6d,,,
"ZANETTI, Sig. Minio",20,Restaurant Staff,,Southampton,Assistant Waiter,
"ZARRACCHI, Sig. L.",26,Restaurant Staff,,Southampton,Wine Butler,
"ZIMMERMANN, Mr Leo",29,3rd Class Passenger,315082,Southampton,Farmer,
,,,£7 17s 6d,,,
"ØSTBY, Mr Engelhart Cornelius",64,1st Class Passenger,113509,Southampton,Jeweller,[234]
,,,£61 19s 7d,,,
